R,EC
10901378,3.1.1.3
10816471,3.1.1.3
10816485,3.1.1.3
10016234,3.1.1.3
10386969,3.1.1.3
10244433,3.1.1.3
10133424,3.1.1.3
1482777,3.1.1.3
1482811,3.1.1.3
1482654,3.1.1.3
1482647,3.1.1.3
10633293,3.1.1.3
10633306,3.1.1.3
10633233,3.1.1.3
10633231,3.1.1.3
10465276,3.1.1.3
192475,3.1.1.3
9982092,3.1.1.3
10102136,3.1.1.3
10326122,3.1.1.3
10441831,3.1.1.3
10791831,3.1.1.3
10349562,3.1.1.3
10014757,3.1.1.3
10125773,3.1.1.3
10006453,3.1.1.3
10133346,3.1.1.3
10133348,3.1.1.3
10048583,3.1.1.3
6786650,3.1.1.3
11052765,3.1.1.3
10116598,3.1.1.3
10849627,3.1.1.3
10244435,3.1.1.3
9996465,3.1.1.3
10014820,3.1.1.3
10014833,3.1.1.3
10014755,3.1.1.3
192417,3.1.1.3
9982059,3.1.1.3
10102103,3.1.1.3
975593,3.1.1.3
426032,3.1.1.3
10274245,3.1.1.3
10816443,3.1.1.3
10048865,3.1.1.3
10762819,3.1.1.3
10326109,3.1.1.3
10102116,3.1.1.3
10102123,3.1.1.3
9982072,3.1.1.3
9982079,3.1.1.3
10163791,3.1.1.3
10667572,3.1.1.3
10592640,3.1.1.3
10326102,3.1.1.3
10524062,3.1.1.3
192434,3.1.1.3
10465283,3.1.1.3
10238321,3.1.1.3
10125780,3.1.1.3
192422,3.1.1.3
10006460,3.1.1.3
192425,3.1.1.3
9982075,3.1.1.3
10407330,3.1.1.3
10046189,3.1.1.3
10441811,3.1.1.3
10441818,3.1.1.3
8980228,3.1.1.3
5694109,3.1.1.3
10067352,3.1.1.3
9982077,3.1.1.3
10183730,3.1.1.3
10292728,3.1.1.3
10102119,3.1.1.3
975594,3.1.1.3
192430,3.1.1.3
10869779,3.1.1.31
10950632,3.1.1.31
10312050,3.1.1.31
10682222,3.1.1.31
10427203,3.1.1.31
10203456,3.1.1.31
10087280,3.1.1.31
11003258,3.1.1.31
71296,3.1.1.31
9968053,3.1.1.31
10780891,3.1.1.31
11034818,3.1.1.31
10605341,3.1.1.31
10026712,3.1.1.32
10581210,3.1.1.32
10746888,3.1.1.32
10182288,3.1.1.32
10014889,3.1.1.32
5694109,3.1.1.32
10065891,3.1.1.32
1482884,3.1.1.32
10654109,3.1.1.32
8952251,3.1.1.32
10653796,3.1.1.32
8980228,3.1.1.32
10014869,3.1.1.32
10067352,3.1.1.32
1482771,3.1.1.32
10183730,3.1.1.32
10133479,3.1.1.32
10014810,3.1.1.32
1482856,3.1.1.32
10581430,3.1.1.32
10291364,3.1.1.32
10046189,3.1.1.32
10274245,3.1.1.32
1482825,3.1.1.32
10133438,3.1.1.32
8858298,3.1.1.32
10059917,3.1.1.32
10176452,3.1.1.32
10133401,3.1.1.32
10405833,3.1.1.32
10386969,3.1.1.32
10046557,3.1.1.32
10504131,3.1.1.32
10164150,3.1.1.32
10274576,3.1.1.32
10387304,3.1.1.32
10504471,3.1.1.32
5694485,3.1.1.32
10292728,3.1.1.32
10163791,3.1.1.32
11077373,3.1.1.32
10144590,3.1.1.32
10014847,3.1.1.32
10133459,3.1.1.32
6786650,3.1.1.32
10099722,3.1.1.32
10407330,3.1.1.32
10367027,3.1.1.32
10323772,3.1.1.32
10838412,3.1.1.32
10524062,3.1.1.32
10762819,3.1.1.32
9979698,3.1.1.32
2395768,3.1.1.32
11077673,3.1.1.32
11080874,3.1.1.32
10849564,3.1.1.32
174757,3.1.1.32
10048583,3.1.1.32
10323772,3.1.1.34
174757,3.1.1.34
10144590,3.1.1.34
10026712,3.1.1.34
2395768,3.1.1.34
10214943,3.1.1.34
10367027,3.1.1.34
10439538,3.1.1.34
10483976,3.1.1.34
9979698,3.1.1.34
10099722,3.1.1.34
10255608,3.1.1.34
10093048,3.1.1.4
10093045,3.1.1.4
9973254,3.1.1.4
10686626,3.1.1.4
10609653,3.1.1.4
10545596,3.1.1.4
10317668,3.1.1.4
10686629,3.1.1.4
10609656,3.1.1.4
10317665,3.1.1.4
10208930,3.1.1.4
9973251,3.1.1.4
10208933,3.1.1.4
10545599,3.1.1.4
10822840,3.1.1.4
111883,3.1.1.4
10006460,3.1.1.4
10125780,3.1.1.4
10238321,3.1.1.4
10465283,3.1.1.4
1482778,3.1.1.4
10488543,3.1.1.4
10371539,3.1.1.4
10149113,3.1.1.4
10031145,3.1.1.4
3343700,3.1.1.4
10573564,3.1.1.4
8848355,3.1.1.4
2029475,3.1.1.4
10022886,3.1.1.4
10140967,3.1.1.4
10252084,3.1.1.4
10363276,3.1.1.4
10480049,3.1.1.4
10638923,3.1.1.4
975594,3.1.1.4
111881,3.1.1.4
8848338,3.1.1.4
10133513,3.1.1.4
10847141,3.1.1.4
10754685,3.1.1.4
10661305,3.1.1.4
1482759,3.1.1.4
10014801,3.1.1.4
10588066,3.1.1.4
10133392,3.1.1.4
10244465,3.1.1.4
10355650,3.1.1.4
10565147,3.1.1.4
10633274,3.1.1.4
10721468,3.1.1.4
10514902,3.1.1.4
10397900,3.1.1.4
10283873,3.1.1.4
10174331,3.1.1.4
10057781,3.1.1.4
8848484,3.1.1.4
1482836,3.1.1.4
10908575,3.1.1.4
10244556,3.1.1.4
1482892,3.1.1.4
10633313,3.1.1.4
10133385,3.1.1.4
10133449,3.1.1.4
10244458,3.1.1.4
10014757,3.1.1.4
8952251,3.1.1.4
10065891,3.1.1.4
10472167,3.1.1.4
10472102,3.1.1.4
10133438,3.1.1.4
1482825,3.1.1.4
10355696,3.1.1.4
1482777,3.1.1.4
10182288,3.1.1.4
1482811,3.1.1.4
10355758,3.1.1.4
10291364,3.1.1.4
10355723,3.1.1.4
10355610,3.1.1.4
10355659,3.1.1.4
10355556,3.1.1.4
10405833,3.1.1.4
10355744,3.1.1.4
10014923,3.1.1.4
10014884,3.1.1.4
10244515,3.1.1.4
10355746,3.1.1.4
10355622,3.1.1.4
10355727,3.1.1.4
1482897,3.1.1.4
10472065,3.1.1.4
10355666,3.1.1.4
10014726,3.1.1.4
10472153,3.1.1.4
10471962,3.1.1.4
10472016,3.1.1.4
10014833,3.1.1.4
1482847,3.1.1.4
10133501,3.1.1.4
10133295,3.1.1.4
10133350,3.1.1.4
10244568,3.1.1.4
10014773,3.1.1.4
10014721,3.1.1.4
1482745,3.1.1.4
10014755,3.1.1.4
10133364,3.1.1.4
10133312,3.1.1.4
10244442,3.1.1.4
10244400,3.1.1.4
10355624,3.1.1.4
10355573,3.1.1.4
10014794,3.1.1.4
10014858,3.1.1.4
10472030,3.1.1.4
10471979,3.1.1.4
10633255,3.1.1.4
10633198,3.1.1.4
10244474,3.1.1.4
10633351,3.1.1.4
10133362,3.1.1.4
10014678,3.1.1.4
10014661,3.1.1.4
10014783,3.1.1.4
10472155,3.1.1.4
10355748,3.1.1.4
1482679,3.1.1.4
10014901,3.1.1.4
10355701,3.1.1.4
10472138,3.1.1.4
1482900,3.1.1.4
10014850,3.1.1.4
10472107,3.1.1.4
10472075,3.1.1.4
10244437,3.1.1.4
10472088,3.1.1.4
10472012,3.1.1.4
10244383,3.1.1.4
10244558,3.1.1.4
10244507,3.1.1.4
10244534,3.1.1.4
10472014,3.1.1.4
10355669,3.1.1.4
10355682,3.1.1.4
10355606,3.1.1.4
10355608,3.1.1.4
10244482,3.1.1.4
10244495,3.1.1.4
10244433,3.1.1.4
10244435,3.1.1.4
10133424,3.1.1.4
10133503,3.1.1.4
10133411,3.1.1.4
10133346,3.1.1.4
10133348,3.1.1.4
10133467,3.1.1.4
10355732,3.1.1.4
10721558,3.1.1.4
10244512,3.1.1.4
10244541,3.1.1.4
1482776,3.1.1.4
1482907,3.1.1.4
10133401,3.1.1.4
10133499,3.1.1.4
10134490,3.1.1.4
1482685,3.1.1.4
10016234,3.1.1.4
1482612,3.1.1.4
10633310,3.1.1.4
10014771,3.1.1.4
10014889,3.1.1.4
1602399,3.1.1.4
10014817,3.1.1.4
10014913,3.1.1.4
10014759,3.1.1.4
10014909,3.1.1.4
10014855,3.1.1.4
1482884,3.1.1.4
10014810,3.1.1.4
10133479,3.1.1.4
10014704,3.1.1.4
10014911,3.1.1.4
10633283,3.1.1.4
10633235,3.1.1.4
1482771,3.1.1.4
10633189,3.1.1.4
1482656,3.1.1.4
1482604,3.1.1.4
10133446,3.1.1.4
10633353,3.1.1.4
10472129,3.1.1.4
10133408,3.1.1.4
10014842,3.1.1.4
10816499,3.1.1.4
10721428,3.1.1.4
10245519,3.1.1.4
1482862,3.1.1.4
10176452,3.1.1.4
10816487,3.1.1.4
1482696,3.1.1.4
10816454,3.1.1.4
5694485,3.1.1.4
1482932,3.1.1.4
10816513,3.1.1.4
10046557,3.1.1.4
10816406,3.1.1.4
1482868,3.1.1.4
10816445,3.1.1.4
10164150,3.1.1.4
10014918,3.1.1.4
10816503,3.1.1.4
10816468,3.1.1.4
10816515,3.1.1.4
10721377,3.1.1.4
1482571,3.1.1.4
10565200,3.1.1.4
10244563,3.1.1.4
10565218,3.1.1.4
10014847,3.1.1.4
10565191,3.1.1.4
10565126,3.1.1.4
1482816,3.1.1.4
10565220,3.1.1.4
10633358,3.1.1.4
1482654,3.1.1.4
10816497,3.1.1.4
10355715,3.1.1.4
10472162,3.1.1.4
10355753,3.1.1.4
10133508,3.1.1.4
10244526,3.1.1.4
1482647,3.1.1.4
10816501,3.1.1.4
10931976,3.1.1.4
1482920,3.1.1.4
10059917,3.1.1.4
10014877,3.1.1.4
1482629,3.1.1.4
1482545,3.1.1.4
1482828,3.1.1.4
1482827,3.1.1.4
10472121,3.1.1.4
10746888,3.1.1.4
10654109,3.1.1.4
10014869,3.1.1.4
1482856,3.1.1.4
10633338,3.1.1.4
10581430,3.1.1.4
10633332,3.1.1.4
10633327,3.1.1.4
10473413,3.1.1.4
10504471,3.1.1.4
10565098,3.1.1.4
10901457,3.1.1.4
8858298,3.1.1.4
10133459,3.1.1.4
10901448,3.1.1.4
10901469,3.1.1.4
10274576,3.1.1.4
10387304,3.1.1.4
10901334,3.1.1.4
10014820,3.1.1.4
10901380,3.1.1.4
10178051,3.1.1.47
10167297,3.1.1.47
11025824,3.1.1.47
10934070,3.1.1.47
10663566,3.1.1.47
10518593,3.1.1.47
10526554,3.1.1.47
10401434,3.1.1.47
8869206,3.1.1.47
6797627,3.1.1.47
10409840,3.1.1.47
10295281,3.1.1.47
10069878,3.1.1.47
9023619,3.1.1.47
10287228,3.1.1.47
10049752,3.1.1.47
10061522,3.1.1.47
9988453,3.1.1.47
264695,3.1.1.47
10108619,3.1.1.47
10133484,3.1.1.5
11013676,3.1.1.5
975594,3.1.1.5
11013699,3.1.1.5
10014721,3.1.1.5
11013705,3.1.1.5
10565220,3.1.1.5
5694109,3.1.1.5
10046189,3.1.1.5
1482847,3.1.1.5
10355732,3.1.1.5
11013709,3.1.1.5
10014773,3.1.1.5
10244541,3.1.1.5
11013668,3.1.1.5
11013689,3.1.1.5
1482745,3.1.1.5
10472121,3.1.1.5
10014794,3.1.1.5
1482604,3.1.1.5
10006460,3.1.1.5
10125780,3.1.1.5
1482827,3.1.1.5
10238321,3.1.1.5
10465283,3.1.1.5
1482656,3.1.1.5
11013589,3.1.1.5
11013567,3.1.1.5
10014911,3.1.1.5
10133479,3.1.1.5
10472138,3.1.1.5
11045429,3.1.1.5
1482900,3.1.1.5
11013584,3.1.1.5
11045424,3.1.1.5
11045382,3.1.1.5
11045548,3.1.1.5
10473413,3.1.1.5
11045502,3.1.1.5
10472140,3.1.1.5
1482856,3.1.1.5
10472097,3.1.1.5
10014869,3.1.1.5
11013707,3.1.1.5
10245519,3.1.1.5
8847912,3.1.1.5
11013673,3.1.1.5
10653796,3.1.1.5
11013719,3.1.1.5
10581210,3.1.1.5
10504131,3.1.1.5
11013695,3.1.1.5
11045525,3.1.1.5
11045531,3.1.1.5
11013665,3.1.1.5
11013701,3.1.1.5
11013681,3.1.1.5
11013534,3.1.1.5
11045489,3.1.1.5
11045535,3.1.1.5
10163791,3.1.1.5
11045507,3.1.1.5
10274245,3.1.1.5
10386969,3.1.1.5
11045546,3.1.1.5
11045558,3.1.1.5
11045407,3.1.1.5
10014678,3.1.1.5
10014704,3.1.1.5
11045337,3.1.1.5
11045436,3.1.1.5
11045412,3.1.1.5
10355715,3.1.1.5
8952251,3.1.1.5
10565126,3.1.1.5
11045541,3.1.1.5
10355734,3.1.1.5
10355691,3.1.1.5
11045518,3.1.1.5
10014884,3.1.1.5
10565218,3.1.1.5
10565191,3.1.1.5
11045471,3.1.1.5
11045350,3.1.1.5
11013684,3.1.1.5
10480049,3.1.1.5
10065891,3.1.1.5
11013714,3.1.1.5
2029475,3.1.1.5
10363276,3.1.1.5
11045553,3.1.1.5
10565098,3.1.1.5
10565200,3.1.1.5
111881,3.1.1.5
10022886,3.1.1.5
111883,3.1.1.5
10291364,3.1.1.5
10252084,3.1.1.5
10182288,3.1.1.5
10405833,3.1.1.5
10134490,3.1.1.5
11013572,3.1.1.5
10244502,3.1.1.5
10661305,3.1.1.5
10014661,3.1.1.5
10014783,3.1.1.5
10754685,3.1.1.5
10014759,3.1.1.5
10014726,3.1.1.5
11025018,3.1.1.5
11056963,3.1.1.5
10014889,3.1.1.5
10133459,3.1.1.5
10133433,3.1.1.5
10014894,3.1.1.5
1482887,3.1.1.5
11056779,3.1.1.5
10014858,3.1.1.5
11013494,3.1.1.5
11024817,3.1.1.5
6814254,3.1.1.5
10057038,3.1.1.5
10173594,3.1.1.5
10283105,3.1.1.5
10397177,3.1.1.5
10244543,3.1.1.5
10140967,3.1.1.5
10244526,3.1.1.5
10846520,3.1.1.5
11013596,3.1.1.5
11013481,3.1.1.5
10016234,3.1.1.5
11013643,3.1.1.5
1602399,3.1.1.5
10514103,3.1.1.5
11045510,3.1.1.5
1482884,3.1.1.5
1482836,3.1.1.5
10397900,3.1.1.5
10355650,3.1.1.5
10565147,3.1.1.5
10283873,3.1.1.5
10633274,3.1.1.5
10174331,3.1.1.5
11069371,3.1.1.5
10057781,3.1.1.5
1482612,3.1.1.5
10133392,3.1.1.5
10014901,3.1.1.5
10721468,3.1.1.5
10014850,3.1.1.5
1482868,3.1.1.5
1482862,3.1.1.5
1482816,3.1.1.5
10014842,3.1.1.5
1482571,3.1.1.5
8847904,3.1.1.5
11045515,3.1.1.5
8848484,3.1.1.5
11045537,3.1.1.5
1482771,3.1.1.5
10514902,3.1.1.5
11037950,3.1.1.5
6797627,3.1.1.5
11006664,3.1.1.5
10686626,3.1.1.5
10609653,3.1.1.5
10545596,3.1.1.5
10049752,3.1.1.5
10317665,3.1.1.5
10093048,3.1.1.5
10014810,3.1.1.5
10093045,3.1.1.5
1482685,3.1.1.5
10014801,3.1.1.5
1482759,3.1.1.5
10167297,3.1.1.5
10317668,3.1.1.5
10545599,3.1.1.5
10609656,3.1.1.5
10686629,3.1.1.5
10588066,3.1.1.5
9973251,3.1.1.5
1482778,3.1.1.5
9973254,3.1.1.5
1482545,3.1.1.5
1482629,3.1.1.5
1482892,3.1.1.5
10014877,3.1.1.5
1482696,3.1.1.5
9727567,3.1.1.56
9749792,3.1.1.56
5693724,3.1.1.56
5693691,3.1.1.56
9619024,3.1.1.56
9749647,3.1.1.56
192417,3.1.1.6
192430,3.1.1.6
9982077,3.1.1.6
9982075,3.1.1.6
10102119,3.1.1.6
192425,3.1.1.6
9982059,3.1.1.6
10102103,3.1.1.6
10102121,3.1.1.6
10145128,3.1.1.64
2453833,3.1.1.64
10641409,3.1.1.64
10027261,3.1.1.64
10571780,3.1.1.64
10256144,3.1.1.64
10074500,3.1.1.67
10071005,3.1.1.67
10190582,3.1.1.67
10187246,3.1.1.67
10941430,3.1.1.7
372519,3.1.1.7
10449247,3.1.1.7
10858809,3.1.1.7
10513970,3.1.1.71
10397088,3.1.1.71
10282960,3.1.1.71
10173509,3.1.1.71
10056955,3.1.1.71
6813720,3.1.1.71
10587598,3.1.1.71
10754119,3.1.1.71
163407,3.1.1.79
163440,3.1.1.79
163515,3.1.1.79
163551,3.1.1.79
163402,3.1.1.79
163432,3.1.1.79
10414603,3.1.1.8
9023617,3.1.1.8
10409833,3.1.1.8
10074782,3.1.1.8
10069871,3.1.1.8
9749609,3.1.1.8
9749792,3.1.1.84
9749647,3.1.1.84
5693691,3.1.1.84
10059780,3.1.1.89
10989382,3.1.1.89
11025484,3.1.1.89
11057416,3.1.1.89
8856951,3.1.1.89
10933129,3.1.1.89
10399837,3.1.1.89
10176325,3.1.1.89
10274621,3.1.1.93
10164209,3.1.1.93
10504529,3.1.1.93
10387356,3.1.1.93
10046624,3.1.1.93
10654181,3.1.1.93
10746933,3.1.1.93
5694563,3.1.1.93
5367022,3.1.1.97
5367021,3.1.1.97
5362553,3.1.1.98
10037160,3.1.1.98
10576899,3.1.1.98
10831592,3.1.1.98
9914364,3.1.11.-
9914409,3.1.11.-
10099557,3.1.11.-
10036978,3.1.11.-
10195454,3.1.11.-
9914438,3.1.11.-
11077209,3.1.11.-
9914498,3.1.11.-
11018151,3.1.11.-
174441,3.1.11.-
10099564,3.1.11.-
9979548,3.1.11.-
9979541,3.1.11.-
10195440,3.1.11.-
69116,3.1.11.-
10779054,3.1.11.-
10779428,3.1.11.-
10863018,3.1.11.-
5358579,3.1.11.-
10085714,3.1.11.-
9966162,3.1.11.-
68913,3.1.11.-
10079211,3.1.11.-
10863003,3.1.11.-
10195425,3.1.11.-
11002440,3.1.11.-
10079196,3.1.11.-
9966547,3.1.11.-
174444,3.1.11.-
10154504,3.1.11.-
10863021,3.1.11.-
10195443,3.1.11.-
10079214,3.1.11.-
10079225,3.1.11.-
10863032,3.1.11.-
11033410,3.1.11.-
9973066,3.1.11.2
10833964,3.1.11.2
110368,3.1.11.2
10380990,3.1.11.2
9973089,3.1.11.2
111253,3.1.11.2
10317524,3.1.11.2
10158004,3.1.11.2
110375,3.1.11.2
10040331,3.1.11.2
5651805,3.1.11.2
110363,3.1.11.2
10092856,3.1.11.2
10092879,3.1.11.2
10785758,3.1.11.2
10874780,3.1.11.2
10921861,3.1.11.2
10609543,3.1.11.2
10609524,3.1.11.2
10919916,3.1.11.2
10317513,3.1.11.2
110359,3.1.11.2
10545517,3.1.11.2
10317542,3.1.11.2
3245943,3.1.11.2
11075411,3.1.11.2
10609527,3.1.11.2
10317490,3.1.11.2
10092908,3.1.11.2
9973100,3.1.11.2
9973118,3.1.11.2
11067109,3.1.11.2
11067124,3.1.11.2
10874765,3.1.11.2
10545502,3.1.11.2
10785743,3.1.11.2
10545483,3.1.11.2
10609495,3.1.11.2
10092890,3.1.11.2
9822432,3.1.13.-
9935265,3.1.13.-
9971147,3.1.13.-
9694549,3.1.13.-
10396516,3.1.13.-
10983111,3.1.13.-
9933585,3.1.13.-
10397355,3.1.13.-
9682465,3.1.13.-
10749283,3.1.13.-
10507634,3.1.13.-
9694499,3.1.13.-
9934763,3.1.13.-
10390144,3.1.13.-
9694792,3.1.13.-
9682695,3.1.13.-
9694476,3.1.13.-
10397323,3.1.13.-
9681674,3.1.13.-
9935824,3.1.13.-
6814555,3.1.13.-
9935825,3.1.13.-
9682603,3.1.13.-
9755244,3.1.13.-
6814559,3.1.13.-
77090,3.1.13.-
9681651,3.1.13.-
6782208,3.1.13.-
10047812,3.1.13.-
9684352,3.1.13.-
10057192,3.1.13.-
10388516,3.1.13.-
10277308,3.1.13.-
9935299,3.1.13.-
10388523,3.1.13.-
9694605,3.1.13.-
10196105,3.1.13.-
9694632,3.1.13.-
10079856,3.1.13.-
10057224,3.1.13.-
9935837,3.1.13.-
5605301,3.1.13.-
10079966,3.1.13.-
9684321,3.1.13.-
10397362,3.1.13.-
9681840,3.1.13.-
9822437,3.1.13.-
9935273,3.1.13.-
9935319,3.1.13.-
9694721,3.1.13.-
9935300,3.1.13.-
10316104,3.1.13.-
9670149,3.1.13.-
5601926,3.1.13.-
6791227,3.1.13.-
10049444,3.1.13.-
203901,3.1.13.-
9685639,3.1.13.-
9694625,3.1.13.-
9765952,3.1.13.-
10167007,3.1.13.-
9971646,3.1.13.-
10068658,3.1.13.-
10408714,3.1.13.-
10316042,3.1.13.-
77083,3.1.13.-
6814549,3.1.13.-
10315585,3.1.13.-
9694601,3.1.13.-
9684017,3.1.13.-
10057231,3.1.13.-
9694492,3.1.13.-
6810233,3.1.13.-
10315522,3.1.13.-
9971715,3.1.13.-
9971729,3.1.13.-
9971708,3.1.13.-
9694521,3.1.13.-
9694506,3.1.13.-
9971099,3.1.13.-
9682563,3.1.13.-
10056370,3.1.13.-
9729725,3.1.13.-
9694581,3.1.13.-
9694277,3.1.13.-
10317544,3.1.13.-
9694737,3.1.13.-
9694344,3.1.13.-
10316125,3.1.13.-
9694265,3.1.13.-
9973120,3.1.13.-
170704,3.1.13.-
10315571,3.1.13.-
9971161,3.1.13.-
170706,3.1.13.-
9684032,3.1.13.-
9815529,3.1.13.-
9755252,3.1.13.-
10316116,3.1.13.-
6782069,3.1.13.-
6781867,3.1.13.-
6781824,3.1.13.-
10047637,3.1.13.-
9705961,3.1.13.-
10415863,3.1.13.-
77071,3.1.13.-
10076053,3.1.13.-
167098,3.1.13.-
10415729,3.1.13.-
10075916,3.1.13.-
10388361,3.1.13.-
10075913,3.1.13.-
10075892,3.1.13.-
11078097,3.1.13.-
11053839,3.1.13.-
9770129,3.1.13.-
9770142,3.1.13.-
11022050,3.1.13.-
10388396,3.1.13.-
10925411,3.1.13.-
9770145,3.1.13.-
10840595,3.1.13.-
10047752,3.1.13.-
10166857,3.1.13.-
9770131,3.1.13.-
10049307,3.1.13.-
9794542,3.1.13.-
10047672,3.1.13.-
10415696,3.1.13.-
9685219,3.1.13.-
10075941,3.1.13.-
9685681,3.1.13.-
10390421,3.1.13.-
9684016,3.1.13.-
10049743,3.1.13.-
6797606,3.1.13.-
11042857,3.1.13.-
11011187,3.1.13.-
10890495,3.1.13.-
9997464,3.1.13.-
430028,3.1.13.-
429913,3.1.13.-
429845,3.1.13.-
9684033,3.1.13.-
111264,3.1.13.-
76576,3.1.13.-
75873,3.1.13.-
75869,3.1.13.-
167121,3.1.13.-
75850,3.1.13.-
167113,3.1.13.-
167136,3.1.13.-
10196220,3.1.13.-
9711058,3.1.13.-
9684018,3.1.13.-
167115,3.1.13.-
167117,3.1.13.-
9971720,3.1.13.-
9729730,3.1.13.-
10415754,3.1.13.-
10388477,3.1.13.-
9770141,3.1.13.-
9012319,3.1.13.-
6782131,3.1.13.-
9684118,3.1.13.-
10072784,3.1.13.-
10388488,3.1.13.-
9971686,3.1.13.-
9770847,3.1.13.-
10412682,3.1.13.-
9770236,3.1.13.-
10316082,3.1.13.-
10047784,3.1.13.-
10316111,3.1.13.-
77078,3.1.13.-
6782224,3.1.13.-
10863525,3.1.13.-
10047819,3.1.13.-
9684030,3.1.13.-
77081,3.1.13.-
6791222,3.1.13.-
11078097,3.1.13.1
164523,3.1.13.2
164505,3.1.13.2
175258,3.1.13.2
164519,3.1.13.2
3139027,3.1.13.2
164504,3.1.13.2
164528,3.1.13.2
182795,3.1.13.2
164513,3.1.13.2
173769,3.1.13.2
164520,3.1.13.2
182859,3.1.13.2
10068523,3.1.13.4
9009950,3.1.13.4
9822332,3.1.13.4
10184840,3.1.13.4
10293953,3.1.13.4
10408551,3.1.13.4
9822335,3.1.13.4
9822325,3.1.13.4
9822311,3.1.13.4
9997385,3.1.13.4
10231612,3.1.13.4
10624530,3.1.13.4
10457119,3.1.13.4
10231627,3.1.13.4
430021,3.1.13.4
10341564,3.1.13.4
10457134,3.1.13.4
10341549,3.1.13.4
10707242,3.1.13.4
11042794,3.1.13.4
10624512,3.1.13.4
429992,3.1.13.4
9997400,3.1.13.4
10117485,3.1.13.4
10525245,3.1.13.4
9836822,3.1.15.-
11078097,3.1.16.1
1483172,3.1.16.1
1483142,3.1.16.1
10062440,3.1.2.-
10141091,3.1.2.-
5684043,3.1.2.-
10063545,3.1.2.-
11040574,3.1.2.-
5690066,3.1.2.-
10141075,3.1.2.-
5690043,3.1.2.-
10044973,3.1.2.-
10045016,3.1.2.-
10385776,3.1.2.-
10162692,3.1.2.-
10022989,3.1.2.-
2046093,3.1.2.-
10178942,3.1.2.-
10023005,3.1.2.-
203613,3.1.2.-
2046087,3.1.2.-
9994052,3.1.2.-
8933328,3.1.2.-
10402301,3.1.2.-
10555652,3.1.2.-
390393,3.1.2.-
10105973,3.1.2.-
9985823,3.1.2.-
10180021,3.1.2.-
10113860,3.1.2.-
11020248,3.1.2.-
8874745,3.1.2.-
10441955,3.1.2.1
10062440,3.1.2.1
10580534,3.1.2.1
390304,3.1.2.1
10273077,3.1.2.1
5690042,3.1.2.1
10141326,3.1.2.1
10044938,3.1.2.1
10162613,3.1.2.1
10178942,3.1.2.1
10402301,3.1.2.1
8874745,3.1.2.1
9994040,3.1.2.1
10550164,3.1.2.1
10622401,3.1.2.1
10363668,3.1.2.1
9982246,3.1.2.1
10338144,3.1.2.1
10480426,3.1.2.1
193385,3.1.2.1
10023256,3.1.2.1
10652636,3.1.2.1
10228243,3.1.2.1
10453672,3.1.2.1
10102281,3.1.2.1
10326246,3.1.2.1
10252475,3.1.2.1
10615289,3.1.2.1
10113854,3.1.2.1
10502551,3.1.2.1
10639176,3.1.2.1
10217242,3.1.2.1
2066779,3.1.2.1
10555942,3.1.2.1
10569199,3.1.2.1
10385706,3.1.2.1
10652636,3.1.2.11
9994040,3.1.2.11
10385706,3.1.2.11
10502551,3.1.2.11
10228243,3.1.2.11
390304,3.1.2.11
10141326,3.1.2.11
10102281,3.1.2.11
10326246,3.1.2.11
10580534,3.1.2.11
10113854,3.1.2.11
10480426,3.1.2.11
10453672,3.1.2.11
10252475,3.1.2.11
10217242,3.1.2.11
193385,3.1.2.11
10569199,3.1.2.11
10555942,3.1.2.11
10550164,3.1.2.11
10639176,3.1.2.11
10615289,3.1.2.11
10023256,3.1.2.11
10622401,3.1.2.11
10441955,3.1.2.11
10338144,3.1.2.11
10273077,3.1.2.11
5690042,3.1.2.11
9982246,3.1.2.11
10044938,3.1.2.11
10162613,3.1.2.11
10363668,3.1.2.11
2066779,3.1.2.11
11052400,3.1.2.12
10274122,3.1.2.12
10923235,3.1.2.12
10386859,3.1.2.12
10838169,3.1.2.12
10653690,3.1.2.12
10046073,3.1.2.12
10581113,3.1.2.12
10503996,3.1.2.12
10981247,3.1.2.12
5693724,3.1.2.12
10163674,3.1.2.12
10315581,3.1.2.14
10788220,3.1.2.14
10212291,3.1.2.14
9971157,3.1.2.14
5655955,3.1.2.14
5655945,3.1.2.14
10784316,3.1.2.14
75872,3.1.2.14
10547389,3.1.2.14
10321283,3.1.2.14
10436455,3.1.2.14
10096761,3.1.2.14
10608021,3.1.2.14
10090927,3.1.2.14
163756,3.1.2.14
10206959,3.1.2.14
9976880,3.1.2.14
10544419,3.1.2.14
10612302,3.1.2.14
10873238,3.1.2.14
10876275,3.1.2.14
10430672,3.1.2.14
8874745,3.1.2.2
10480426,3.1.2.2
10273077,3.1.2.2
9982027,3.1.2.2
10453672,3.1.2.2
10514902,3.1.2.2
10217242,3.1.2.2
10044938,3.1.2.2
10580541,3.1.2.2
10502594,3.1.2.2
10472121,3.1.2.2
10162657,3.1.2.2
10140967,3.1.2.2
5690042,3.1.2.2
1482778,3.1.2.2
10133459,3.1.2.2
10273116,3.1.2.2
10385749,3.1.2.2
10837439,3.1.2.2
10652668,3.1.2.2
10044981,3.1.2.2
1482836,3.1.2.2
8848484,3.1.2.2
193491,3.1.2.2
10133479,3.1.2.2
10652683,3.1.2.2
11039498,3.1.2.2
9994040,3.1.2.2
1482884,3.1.2.2
10622401,3.1.2.2
159431,3.1.2.2
5690043,3.1.2.2
10252084,3.1.2.2
10639176,3.1.2.2
